id	fulltextURL
urn_nbn_de_gbv_18-2877	http://ediss.sub.uni-hamburg.de/volltexte/1999/287/pdf/diss_ces.pdf
urn_nbn_de_gbv_18-2694	http://ediss.sub.uni-hamburg.de/volltexte/1999/269/pdf/Scanora.pdf
urn_nbn_de_gbv_18-2857	http://ediss.sub.uni-hamburg.de/volltexte/1999/285/pdf/Disse.pdf
urn_nbn_de_gbv_18-2772	http://ediss.sub.uni-hamburg.de/volltexte/1999/277/pdf/drmausch.pdf
urn_nbn_de_gbv_18-2817	http://ediss.sub.uni-hamburg.de/volltexte/1999/281/pdf/Disse.pdf
urn_nbn_de_gbv_18-2201	http://ediss.sub.uni-hamburg.de/volltexte/1999/220/pdf/Disse.pdf
urn_nbn_de_gbv_18-2678	http://ediss.sub.uni-hamburg.de/volltexte/1999/267/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-2357	http://ediss.sub.uni-hamburg.de/volltexte/1999/235/pdf/Diss2000.pdf
urn_nbn_de_gbv_18-2327	http://ediss.sub.uni-hamburg.de/volltexte/1999/232/pdf/Disse.pdf
urn_nbn_de_gbv_18-751	http://ediss.sub.uni-hamburg.de/volltexte/1999/75/pdf/Disse.pdf
urn_nbn_de_gbv_18-2446	http://ediss.sub.uni-hamburg.de/volltexte/1999/244/pdf/Dissertation_Julia_Bummel.pdf
urn_nbn_de_gbv_18-2182	http://ediss.sub.uni-hamburg.de/volltexte/1999/218/pdf/Disse.pdf
urn_nbn_de_gbv_18-2521	http://ediss.sub.uni-hamburg.de/volltexte/1999/252/pdf/Disse.pdf
urn_nbn_de_gbv_18-2368	http://ediss.sub.uni-hamburg.de/volltexte/1999/236/pdf/Disse.pdf
urn_nbn_de_gbv_18-1851	http://ediss.sub.uni-hamburg.de/volltexte/1999/185/pdf/DISS.pdf
urn_nbn_de_gbv_18-2241	http://ediss.sub.uni-hamburg.de/volltexte/1999/224/pdf/Disse.pdf
urn_nbn_de_gbv_18-2088	http://ediss.sub.uni-hamburg.de/volltexte/1999/224/pdf/main.ps
urn_nbn_de_gbv_18-2088	http://ediss.sub.uni-hamburg.de/volltexte/1999/224/pdf/dissertation.pdf
urn_nbn_de_gbv_18-2111	http://ediss.sub.uni-hamburg.de/volltexte/1999/211/pdf/Disse.pdf
urn_nbn_de_gbv_18-1891	http://ediss.sub.uni-hamburg.de/volltexte/1999/189/pdf/FRICKE.PDF
urn_nbn_de_gbv_18-1659	http://ediss.sub.uni-hamburg.de/volltexte/1999/165/pdf/Disse.pdf
urn_nbn_de_gbv_18-1819	http://ediss.sub.uni-hamburg.de/volltexte/1999/181/pdf/huesmann_diss.pdf
urn_nbn_de_gbv_18-2009	http://ediss.sub.uni-hamburg.de/volltexte/1999/200/pdf/Disse.pdf
urn_nbn_de_gbv_18-1900	http://ediss.sub.uni-hamburg.de/volltexte/1999/190/pdf/Disse.pdf
urn_nbn_de_gbv_18-1802	http://ediss.sub.uni-hamburg.de/volltexte/1999/180/pdf/disskuehl.PDF
urn_nbn_de_gbv_18-1886	http://ediss.sub.uni-hamburg.de/volltexte/1999/188/pdf/disse.pdf
urn_nbn_de_gbv_18-1706	http://ediss.sub.uni-hamburg.de/volltexte/1999/170/pdf/Disse.pdf
urn_nbn_de_gbv_18-1529	http://ediss.sub.uni-hamburg.de/volltexte/1999/152/pdf/A_V_REIN.PDF
urn_nbn_de_gbv_18-1825	http://ediss.sub.uni-hamburg.de/volltexte/1999/182/pdf/thesis.pdf
urn_nbn_de_gbv_18-1838	http://ediss.sub.uni-hamburg.de/volltexte/1999/183/pdf/diss.pdf
urn_nbn_de_gbv_18-1621	http://ediss.sub.uni-hamburg.de/volltexte/1999/162/pdf/Nowak.pdf
urn_nbn_de_gbv_18-1740	http://ediss.sub.uni-hamburg.de/volltexte/1999/174/pdf/Disse.pdf
urn_nbn_de_gbv_18-1739	http://ediss.sub.uni-hamburg.de/volltexte/1999/173/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-1795	http://ediss.sub.uni-hamburg.de/volltexte/1999/179/pdf/zufinps.pdf
urn_nbn_de_gbv_18-1795	http://ediss.sub.uni-hamburg.de/volltexte/1999/179/pdf/dissertation.pdf
urn_nbn_de_gbv_18-1531	http://ediss.sub.uni-hamburg.de/volltexte/1999/153/pdf/disse_muehlberger.pdf
urn_nbn_de_gbv_18-1643	http://ediss.sub.uni-hamburg.de/volltexte/1999/164/pdf/Disse.pdf
urn_nbn_de_gbv_18-1600	http://ediss.sub.uni-hamburg.de/volltexte/1999/160/pdf/Disse.pdf
urn_nbn_de_gbv_18-1563	http://ediss.sub.uni-hamburg.de/volltexte/1999/156/pdf/Disse.pdf
urn_nbn_de_gbv_18-1163	http://ediss.sub.uni-hamburg.de/volltexte/1999/156/pdf/Hatje.pdf
urn_nbn_de_gbv_18-1363	http://ediss.sub.uni-hamburg.de/volltexte/1999/136/pdf/TS_Diss.pdf
urn_nbn_de_gbv_18-1408	http://ediss.sub.uni-hamburg.de/volltexte/1999/140/pdf/TMFdissertation.pdf
urn_nbn_de_gbv_18-1497	http://ediss.sub.uni-hamburg.de/volltexte/1999/149/pdf/Disse_Riederer.pdf
urn_nbn_de_gbv_18-1417	http://ediss.sub.uni-hamburg.de/volltexte/1999/141/pdf/Disse.pdf
urn_nbn_de_gbv_18-1515	http://ediss.sub.uni-hamburg.de/volltexte/1999/151/pdf/Disse_Koethemann.pdf
urn_nbn_de_gbv_18-1468	http://ediss.sub.uni-hamburg.de/volltexte/1999/146/pdf/WARMERS.PDF
urn_nbn_de_gbv_18-1223	http://ediss.sub.uni-hamburg.de/volltexte/1999/122/pdf/BWitteDiss.pdf
urn_nbn_de_gbv_18-1282	http://ediss.sub.uni-hamburg.de/volltexte/1999/128/pdf/AWitteDiss.pdf
urn_nbn_de_gbv_18-1188	http://ediss.sub.uni-hamburg.de/volltexte/1999/118/pdf/Disse.pdf
urn_nbn_de_gbv_18-1147	http://ediss.sub.uni-hamburg.de/volltexte/1999/114/pdf/Gesamt.pdf
urn_nbn_de_gbv_18-1159	http://ediss.sub.uni-hamburg.de/volltexte/1999/115/pdf/diss_KB.pdf
urn_nbn_de_gbv_18-1093	http://ediss.sub.uni-hamburg.de/volltexte/1999/109/pdf/Disse.pdf
urn_nbn_de_gbv_18-1302	http://ediss.sub.uni-hamburg.de/volltexte/1999/130/pdf/Disse.pdf
urn_nbn_de_gbv_18-1268	http://ediss.sub.uni-hamburg.de/volltexte/1999/126/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-1084	http://ediss.sub.uni-hamburg.de/volltexte/1999/108/pdf/Arbeit.pdf
urn_nbn_de_gbv_18-1333	http://ediss.sub.uni-hamburg.de/volltexte/1999/133/pdf/Disse.pdf
urn_nbn_de_gbv_18-1121	http://ediss.sub.uni-hamburg.de/volltexte/1999/112/pdf/Teng.pdf
urn_nbn_de_gbv_18-982	http://ediss.sub.uni-hamburg.de/volltexte/1999/98/pdf/dissertation.pdf
urn_nbn_de_gbv_18-1068	http://ediss.sub.uni-hamburg.de/volltexte/1999/106/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-1053	http://ediss.sub.uni-hamburg.de/volltexte/1999/105/pdf/Heintz.pdf
urn_nbn_de_gbv_18-1029	http://ediss.sub.uni-hamburg.de/volltexte/1999/102/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-975	http://ediss.sub.uni-hamburg.de/volltexte/1999/97/pdf/Disse.pdf
urn_nbn_de_gbv_18-1036	http://ediss.sub.uni-hamburg.de/volltexte/1999/103/pdf/disse.pdf
urn_nbn_de_gbv_18-886	http://ediss.sub.uni-hamburg.de/volltexte/1999/88/pdf/disse.pdf
urn_nbn_de_gbv_18-897	http://ediss.sub.uni-hamburg.de/volltexte/1999/89/pdf/JACOB.PDF
urn_nbn_de_gbv_18-1015	http://ediss.sub.uni-hamburg.de/volltexte/1999/101/pdf/dissertation.PDF
urn_nbn_de_gbv_18-1015	http://ediss.sub.uni-hamburg.de/volltexte/1999/101/pdf/lebenslauf.PDF
urn_nbn_de_gbv_18-910	http://ediss.sub.uni-hamburg.de/volltexte/1999/91/pdf/Diss_Kenter.pdf
urn_nbn_de_gbv_18-933	http://ediss.sub.uni-hamburg.de/volltexte/1999/93/pdf/Diss1999.pdf
urn_nbn_de_gbv_18-922	http://ediss.sub.uni-hamburg.de/volltexte/1999/92/pdf/Dissertation_Sabine_Schroeter.pdf
urn_nbn_de_gbv_18-954	http://ediss.sub.uni-hamburg.de/volltexte/1999/95/pdf/DissertationPiechotta.pdf
urn_nbn_de_gbv_18-782	http://ediss.sub.uni-hamburg.de/volltexte/1999/78/pdf/disse.pdf
urn_nbn_de_gbv_18-841	http://ediss.sub.uni-hamburg.de/volltexte/1999/84/pdf/Disse.PDF
urn_nbn_de_gbv_18-392	http://ediss.sub.uni-hamburg.de/volltexte/1999/39/pdf/cbdiss.pdf
urn_nbn_de_gbv_18-857	http://ediss.sub.uni-hamburg.de/volltexte/1999/85/pdf/Dissertation_Kurz.PDF
urn_nbn_de_gbv_18-866	http://ediss.sub.uni-hamburg.de/volltexte/1999/86/pdf/Disse.pdf
urn_nbn_de_gbv_18-837	http://ediss.sub.uni-hamburg.de/volltexte/1999/83/pdf/dissertation.pdf
urn_nbn_de_gbv_18-673	http://ediss.sub.uni-hamburg.de/volltexte/1999/67/pdf/Albrecht.pdf
urn_nbn_de_gbv_18-614	http://ediss.sub.uni-hamburg.de/volltexte/1999/61/pdf/melching.pdf
urn_nbn_de_gbv_18-828	http://ediss.sub.uni-hamburg.de/volltexte/1999/61/pdf/phd.pdf
urn_nbn_de_gbv_18-688	http://ediss.sub.uni-hamburg.de/volltexte/1999/68/pdf/riederer.PDF
urn_nbn_de_gbv_18-819	http://ediss.sub.uni-hamburg.de/volltexte/1999/81/pdf/promo.pdf
urn_nbn_de_gbv_18-744	http://ediss.sub.uni-hamburg.de/volltexte/1999/81/pdf/up_motif.gif
urn_nbn_de_gbv_18-726	http://ediss.sub.uni-hamburg.de/volltexte/1999/72/pdf/DissertationInkenBeulich.pdf
urn_nbn_de_gbv_18-761	http://ediss.sub.uni-hamburg.de/volltexte/1999/76/pdf/Disse.pdf
urn_nbn_de_gbv_18-792	http://ediss.sub.uni-hamburg.de/volltexte/1999/79/pdf/Diss_Brunn.pdf
urn_nbn_de_gbv_18-802	http://ediss.sub.uni-hamburg.de/volltexte/1999/80/pdf/Disse_Meyer.pdf
urn_nbn_de_gbv_18-647	http://ediss.sub.uni-hamburg.de/volltexte/1999/64/pdf/Disse.pdf
urn_nbn_de_gbv_18-666	http://ediss.sub.uni-hamburg.de/volltexte/1999/64/pdf/ahrend.pdf
urn_nbn_de_gbv_18-602	http://ediss.sub.uni-hamburg.de/volltexte/1999/60/pdf/Neuhoff.pdf
urn_nbn_de_gbv_18-578	http://ediss.sub.uni-hamburg.de/volltexte/1999/57/pdf/Dr.Blum.pdf
urn_nbn_de_gbv_18-357	http://ediss.sub.uni-hamburg.de/volltexte/1999/35/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-357	http://ediss.sub.uni-hamburg.de/volltexte/1999/35/pdf/7Summary.pdf
urn_nbn_de_gbv_18-361	http://ediss.sub.uni-hamburg.de/volltexte/1999/36/pdf/dissertation.PDF
urn_nbn_de_gbv_18-297	http://ediss.sub.uni-hamburg.de/volltexte/1999/29/pdf/DISS_JPG.PDF
urn_nbn_de_gbv_18-297	http://ediss.sub.uni-hamburg.de/volltexte/1999/29/pdf/LEBEN.PDF
urn_nbn_de_gbv_18-249	http://ediss.sub.uni-hamburg.de/volltexte/1999/24/pdf/diss.pdf
urn_nbn_de_gbv_18-2916	http://ediss.sub.uni-hamburg.de/volltexte/1999/291/pdf/Disse.pdf
urn_nbn_de_gbv_18-2880	http://ediss.sub.uni-hamburg.de/volltexte/1999/288/pdf/Disse.pdf
urn_nbn_de_gbv_18-2719	http://ediss.sub.uni-hamburg.de/volltexte/1999/271/pdf/Disse.pdf
urn_nbn_de_gbv_18-3150	http://ediss.sub.uni-hamburg.de/volltexte/1999/315/pdf/Disse.pdf
urn_nbn_de_gbv_18-3044	http://ediss.sub.uni-hamburg.de/volltexte/1999/304/pdf/Disse.pdf
urn_nbn_de_gbv_18-523	http://ediss.sub.uni-hamburg.de/volltexte/1999/52/pdf/Disse.pdf
urn_nbn_de_gbv_18-2932	http://ediss.sub.uni-hamburg.de/volltexte/1999/293/pdf/Disse.pdf
urn_nbn_de_gbv_18-2947	http://ediss.sub.uni-hamburg.de/volltexte/1999/294/pdf/Disse.pdf
urn_nbn_de_gbv_18-3412	http://ediss.sub.uni-hamburg.de/volltexte/1999/341/pdf/Disse.pdf
urn_nbn_de_gbv_18-3216	http://ediss.sub.uni-hamburg.de/volltexte/1999/321/pdf/Gerlach.pdf
urn_nbn_de_gbv_18-3540	http://ediss.sub.uni-hamburg.de/volltexte/1999/354/pdf/Disse.pdf
urn_nbn_de_gbv_18-3497	http://ediss.sub.uni-hamburg.de/volltexte/1999/349/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-3468	http://ediss.sub.uni-hamburg.de/volltexte/1999/346/pdf/T_Pfaff.pdf
urn_nbn_de_gbv_18-3295	http://ediss.sub.uni-hamburg.de/volltexte/1999/329/pdf/Disse.pdf
urn_nbn_de_gbv_18-3163	http://ediss.sub.uni-hamburg.de/volltexte/1999/316/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-3458	http://ediss.sub.uni-hamburg.de/volltexte/1999/345/pdf/Disse.pdf
urn_nbn_de_gbv_18-3504	http://ediss.sub.uni-hamburg.de/volltexte/1999/350/pdf/dr_arbeit.pdf
urn_nbn_de_gbv_18-3914	http://ediss.sub.uni-hamburg.de/volltexte/1999/391/pdf/Disse.pdf
urn_nbn_de_gbv_18-3869	http://ediss.sub.uni-hamburg.de/volltexte/1999/386/pdf/Disse.pdf
urn_nbn_de_gbv_18-4263	http://ediss.sub.uni-hamburg.de/volltexte/1999/426/pdf/doctor.pdf
urn_nbn_de_gbv_18-4769	http://ediss.sub.uni-hamburg.de/volltexte/1999/476/pdf/PROMO.pdf
urn_nbn_de_gbv_18-4752	http://ediss.sub.uni-hamburg.de/volltexte/1999/475/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-4812	http://ediss.sub.uni-hamburg.de/volltexte/1999/481/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-4941	http://ediss.sub.uni-hamburg.de/volltexte/1999/494/pdf/Disse.pdf
urn_nbn_de_gbv_18-4403	http://ediss.sub.uni-hamburg.de/volltexte/1999/440/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-5211	http://ediss.sub.uni-hamburg.de/volltexte/1999/521/pdf/dissertation.pdf
urn_nbn_de_gbv_18-4939	http://ediss.sub.uni-hamburg.de/volltexte/1999/493/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-5593	http://ediss.sub.uni-hamburg.de/volltexte/1999/559/pdf/Disse.pdf
urn_nbn_de_gbv_18-5048	http://ediss.sub.uni-hamburg.de/volltexte/1999/504/pdf/Disse.pdf
urn_nbn_de_gbv_18-6030	http://ediss.sub.uni-hamburg.de/volltexte/1999/603/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6187	http://ediss.sub.uni-hamburg.de/volltexte/1999/618/pdf/Dissertation.pdf
urn_nbn_de_gbv_18-6337	http://ediss.sub.uni-hamburg.de/volltexte/1999/633/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6307	http://ediss.sub.uni-hamburg.de/volltexte/1999/630/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6864	http://ediss.sub.uni-hamburg.de/volltexte/1999/686/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6770	http://ediss.sub.uni-hamburg.de/volltexte/1999/677/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6658	http://ediss.sub.uni-hamburg.de/volltexte/1999/665/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7038	http://ediss.sub.uni-hamburg.de/volltexte/1999/703/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7199	http://ediss.sub.uni-hamburg.de/volltexte/1999/719/pdf/dissertation.pdf
urn_nbn_de_gbv_18-9639	http://ediss.sub.uni-hamburg.de/volltexte/1999/963/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7587	http://ediss.sub.uni-hamburg.de/volltexte/2000/758/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7356	http://ediss.sub.uni-hamburg.de/volltexte/2000/735/pdf/dissertation.pdf
urn_nbn_de_gbv_18-8934	http://ediss.sub.uni-hamburg.de/volltexte/2000/893/pdf/dissertation.pdf
urn_nbn_de_gbv_18-9169	http://ediss.sub.uni-hamburg.de/volltexte/2000/916/pdf/dissertation.pdf
urn_nbn_de_gbv_18-8976	http://ediss.sub.uni-hamburg.de/volltexte/2000/897/pdf/dissertation.pdf
urn_nbn_de_gbv_18-9323	http://ediss.sub.uni-hamburg.de/volltexte/2000/932/pdf/dissertation.pdf
urn_nbn_de_gbv_18-8448	http://ediss.sub.uni-hamburg.de/volltexte/2000/844/pdf/dissertation.pdf
urn_nbn_de_gbv_18-9493	http://ediss.sub.uni-hamburg.de/volltexte/2000/949/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7706	http://ediss.sub.uni-hamburg.de/volltexte/2000/770/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7645	http://ediss.sub.uni-hamburg.de/volltexte/2000/764/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6201	http://ediss.sub.uni-hamburg.de/volltexte/2000/620/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7558	http://ediss.sub.uni-hamburg.de/volltexte/2000/755/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7344	http://ediss.sub.uni-hamburg.de/volltexte/2000/734/pdf/dissertation.pdf
urn_nbn_de_gbv_18-7100	http://ediss.sub.uni-hamburg.de/volltexte/2000/710/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6513	http://ediss.sub.uni-hamburg.de/volltexte/2000/651/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6535	http://ediss.sub.uni-hamburg.de/volltexte/2000/653/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6817	http://ediss.sub.uni-hamburg.de/volltexte/2000/681/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6885	http://ediss.sub.uni-hamburg.de/volltexte/2000/688/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6425	http://ediss.sub.uni-hamburg.de/volltexte/2000/642/pdf/dissertation.pdf
urn_nbn_de_gbv_18-5919	http://ediss.sub.uni-hamburg.de/volltexte/2000/591/pdf/dissertation.pdf
urn_nbn_de_gbv_18-5938	http://ediss.sub.uni-hamburg.de/volltexte/2000/593/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6634	http://ediss.sub.uni-hamburg.de/volltexte/2000/663/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6568	http://ediss.sub.uni-hamburg.de/volltexte/2000/656/pdf/dissertation.pdf
urn_nbn_de_gbv_18-6509	http://ediss.sub.uni-hamburg.de/volltexte/2000/650/pdf/dissertation.pdf
